0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,label
0.7853491902351379,0.4292821884155273,3.981776330874709e-07,0.7797673344612122,0.3713106513023376,-0.016026167,0.7798286080360413,0.3105426430702209,-0.019851884,0.7770954966545105,0.258398562669754,-0.022522343,0.7672047019004822,0.2230804711580276,-0.023574209,0.8106098175048828,0.2787607312202453,0.001490107,0.8252636194229126,0.2239409685134887,-0.001001991,0.8343241810798645,0.1940327137708664,-0.005031304,0.8440219759941101,0.1669808328151703,-0.00891761,0.8280888795852661,0.2961277961730957,0.005635764,0.8579866290092468,0.2613192796707153,0.003128324,0.8814010620117188,0.239017516,-0.001991153,0.8999907970428467,0.2217647731304168,-0.006462136,0.8376890420913696,0.3238916397094726,0.006749824,0.8593656420707703,0.2946104705333709,-0.001388884,0.8568651676177979,0.3002416789531708,-0.008077035,0.8505386114120483,0.3112591505050659,-0.010800306,0.8434107899665833,0.3553128540515899,0.006482258,0.8601981997489929,0.3410969972610473,-0.001515778,0.8567026257514954,0.3375030755996704,-0.006472105,0.8497809767723083,0.3398293554782867,-0.009116762,5
0.2678382992744446,0.9313069581985474,-2.44e-07,0.1945367455482483,0.8590506911277771,-0.011049311,0.1600526720285415,0.763064444,-0.029892586,0.1366897821426391,0.6797351837158203,-0.053450651,0.1072080358862876,0.6084128022193909,-0.076802306,0.21957013,0.5941253900527954,-0.011832355,0.1967000365257263,0.4775947034358978,-0.03844564,0.1827758848667144,0.3945812284946441,-0.052601866,0.1781824082136154,0.3215158581733703,-0.063535839,0.2538631856441498,0.6011368632316589,-0.026422722,0.1835273206233978,0.5358198285102844,-0.063321628,0.1605070978403091,0.6380214691162109,-0.061868999,0.1743215024471283,0.6920623779296875,-0.052393571,0.2742617726325989,0.6368146538734436,-0.044875741,0.196210503578186,0.614115834,-0.076980174,0.18036519,0.7059221863746643,-0.056639984,0.199469119310379,0.7451984882354736,-0.036687277,0.2823031842708587,0.6893053650856018,-0.066063561,0.2145671397447586,0.6844379901885986,-0.085219257,0.1979520171880722,0.7463793158531189,-0.07247369,0.211938739,0.7791805863380432,-0.05913613,1
0.555878758,0.7950617671012878,3.994331336798496e-07,0.5079593658447266,0.7508212327957153,-0.022668287,0.4796936213970184,0.6493197083473206,-0.039034188,0.4794727861881256,0.5566403865814209,-0.056070641,0.4983567595481872,0.4846574962139129,-0.070412882,0.5144652128219604,0.5361192226409912,-0.019315073,0.502696157,0.4350571632385254,-0.040517855,0.4926545321941376,0.4090023338794708,-0.052702934,0.4847690165042877,0.3938011825084686,-0.059579328,0.5438439846038818,0.5193395614624023,-0.023636736,0.5465766191482544,0.3819393813610077,-0.045287911,0.5428504347801208,0.2998760640621185,-0.059145987,0.5418509244918823,0.2323110401630401,-0.068953045,0.577853799,0.5357367992401123,-0.032090392,0.5682034492492676,0.4277671873569488,-0.060818542,0.5380240678787231,0.4354329407215118,-0.069417,0.5173738598823547,0.4541623294353485,-0.071324982,0.6116663217544556,0.574036181,-0.042507458,0.6408053040504456,0.4821315109729767,-0.06841322,0.6590344905853271,0.4190169870853424,-0.080694437,0.6747055649757385,0.3594604134559631,-0.087893501,0
0.3538945317268371,0.788194478,2.4301463952269842e-08,0.2889476418495178,0.7699904441833496,-0.007357029,0.2246001064777374,0.7205213308334351,-0.017545078,0.1732508689165115,0.7160129547119141,-0.034155115,0.1307045221328735,0.7303173542022705,-0.051893622,0.2427272200584411,0.5658770799636841,0.00472396,0.2137407213449478,0.4628680944442749,-0.015283423,0.1960589587688446,0.3913439512252807,-0.032771111,0.1820723861455917,0.3297974467277527,-0.046176493,0.2683337330818176,0.5510082244873047,-0.010241754,0.2368333488702774,0.4557104706764221,-0.045853395,0.2268663793802261,0.5037174224853516,-0.061535757,0.2312491238117218,0.5565026998519897,-0.063638501,0.2959224581718445,0.5529747605323792,-0.028118065,0.2659135162830353,0.4765078425407409,-0.059783857,0.2595387697219848,0.5447226762771606,-0.057548225,0.2689369320869446,0.6021031141281128,-0.046173334,0.3233252167701721,0.5702780485153198,-0.04764656,0.2957760095596313,0.4950222671031952,-0.063198105,0.2828499674797058,0.5354894995689392,-0.055758424,0.2866801023483276,0.5842897891998291,-0.04569092,2
0.3874852657318115,0.984700084,-3.16e-07,0.3480940163135528,0.9519793391227722,-0.004738286,0.3197200298309326,0.8801777362823486,-0.009963789,0.3064411282539367,0.8166192770004272,-0.018572228,0.3169161081314087,0.7896007895469666,-0.024099564,0.3422926962375641,0.8059487342834473,0.0105023356154561,0.3246830403804779,0.7641773819923401,-0.00590375,0.3230001330375671,0.8157056570053101,-0.015780544,0.3246347606182098,0.8586180806159973,-0.018424569,0.3582595884799957,0.795083225,0.004712236,0.3327326774597168,0.758232832,-0.020979801,0.3334024250507355,0.8263062834739685,-0.031513132,0.3424370884895324,0.8807806968688965,-0.02991306,0.3769431710243225,0.7891343235969543,-0.003841128,0.350823163986206,0.7492417693138123,-0.025634471,0.3336129784584045,0.8070569038391113,-0.028478509,0.3279843926429748,0.8588127493858337,-0.021353491,0.3948231041431427,0.788186789,-0.012850696,0.3900501132011413,0.7167722582817078,-0.021087538,0.3843562304973602,0.670264482,-0.022210713,0.3783328235149383,0.6290980577468872,-0.019566845,0
0.5896524786949158,1.1068111658096311,9.62583257546612e-08,0.562804103,1.0550458431243896,-0.016233059,0.5516731142997742,0.9920770525932312,-0.032530431,0.5607852935791016,0.9491722583770752,-0.049685881,0.5715109705924988,0.9235395193099976,-0.06739407,0.5486164689064026,0.9084432125091552,-0.033428021,0.5374234914779663,0.8141262531280518,-0.05940932,0.534533679,0.7510149478912354,-0.078390136,0.530544639,0.7032229900360107,-0.090731919,0.5786547660827637,0.9230254888534546,-0.040576618,0.5890082120895386,0.8669624328613281,-0.073979206,0.5938870310783386,0.8967854976654053,-0.085833155,0.5916743278503418,0.9311770796775818,-0.087536611,0.6071714758872986,0.9579904079437256,-0.048454713,0.6171384453773499,0.9529204368591307,-0.076089382,0.6137865781784058,0.9956048130989076,-0.072589144,0.6053218245506287,1.0315093994140625,-0.06332121,0.630880594,1.002741456031799,-0.057863064,0.6396741271018982,0.9951433539390564,-0.073169492,0.6340770721435547,1.0253931283950806,-0.064022437,0.6252728700637817,1.0543478727340698,-0.052871704,1
0.2120130956172943,0.8488703966140747,1.6067436092725984e-07,0.1783381700515747,0.8537800312042236,-0.022419484,0.1456041187047958,0.8262724876403809,-0.040934172,0.1159736886620521,0.8024740815162659,-0.05578506,0.08835917,0.7825048565864563,-0.071364105,0.1760793477296829,0.7376638054847717,-0.048940074,0.149687647819519,0.7133950591087341,-0.0716132,0.1405354142189026,0.734851599,-0.088131823,0.1402183771133422,0.7548964023590088,-0.098550111,0.188660666,0.709260881,-0.047128547,0.1611020267009735,0.6470143795013428,-0.071496807,0.134433627128601,0.611746073,-0.090386443,0.113361932337284,0.5836396813392639,-0.105034657,0.2031719237565994,0.6986680030822754,-0.044858914,0.1856492012739181,0.6164646744728088,-0.066766985,0.1655988544225692,0.5622471570968628,-0.082558274,0.1509812325239181,0.522204578,-0.093622103,0.2168535143136978,0.7003917098045349,-0.04236174,0.2103932350873947,0.6288906931877136,-0.058802921,0.2009985744953155,0.5789071321487427,-0.066929266,0.1906658858060836,0.5373944044113159,-0.073268294,0
0.8751252293586731,0.8027859926223755,9.949123125352345e-08,0.836276114,0.7471188306808472,-0.02886202,0.8178225159645081,0.6723267436027527,-0.042015731,0.8387020826339722,0.6048535704612732,-0.054725174,0.8759859800338745,0.5896665453910828,-0.06324777,0.8093489408493042,0.6032589673995972,0.001454021,0.8161182403564453,0.544079065,-0.032939084,0.8333869576454163,0.5571542382240295,-0.058214813,0.8452252149581909,0.5741868019104004,-0.06981378,0.8458647727966309,0.6005232930183411,0.003652854,0.8596900701522827,0.5374255776405334,-0.035860285,0.8664496541023254,0.5989471077919006,-0.053065203,0.8620221614837646,0.6404345035552979,-0.053077184,0.8797802925109863,0.6102100014686584,-0.000925012,0.8967010378837585,0.5619980692863464,-0.038129661,0.8940459489822388,0.6313053369522095,-0.040087529,0.8828849792480469,0.6751609444618225,-0.027965624,0.9092068076133728,0.6315371990203857,-0.00838189,0.9278461933135986,0.5904894471168518,-0.027967807,0.919904888,0.6306790709495544,-0.024381222,0.905843973,0.6636654138565063,-0.01374276,0
0.8256278038024902,0.5219500064849854,-1.16e-07,0.7962841987609863,0.4661138653755188,-0.018414011,0.7890496850013733,0.3934177756309509,-0.020931799,0.803867519,0.3278325796127319,-0.022965243,0.822459877,0.293992668390274,-0.020084221,0.770607054,0.3580738604068756,0.021456547,0.7806037664413452,0.2868414521217346,0.009116582,0.789581299,0.3258273601531982,-0.001269981,0.7917560338973999,0.3606667816638946,-0.003552753,0.8000158667564392,0.3560186624526977,0.028762612491846,0.8122503757476807,0.2880597114562988,0.009891799,0.8181621432304382,0.3429553806781769,-0.006319213,0.8171125054359436,0.3792706131935119,-0.00935202,0.8253170847892761,0.3563117980957031,0.031563021,0.8382081389427185,0.3035078048706054,0.0144823417067527,0.8356521129608154,0.3511829674243927,0.005131038,0.8308574557304382,0.3912876546382904,0.007448452,0.8492465615272522,0.3581941425800323,0.033084649592638,0.8539448380470276,0.298109233,0.029451236128807,0.8596494793891907,0.2584451735019684,0.026332114,0.8650168776512146,0.2232041656970977,0.0277041308581829,0
0.7193484306335449,0.5679221749305725,3.015229026459565e-07,0.7121419906616211,0.4884571731090545,-0.006833868,0.7351449131965637,0.4334341585636139,-0.010412836,0.7677074074745178,0.4095629453659057,-0.018202066,0.7954142689704895,0.4027531147003174,-0.02642379,0.7800562977790833,0.4064746499061584,0.008000785,0.8148941397666931,0.3588006496429443,-0.001145068,0.8369364142417908,0.3316711485385895,-0.010644733,0.8583185076713562,0.3104396760463714,-0.018461166,0.7951363921165466,0.4320190250873565,-0.000236344,0.8380126357078552,0.382691740989685,-0.011650166,0.8611586093902588,0.3429436087608337,-0.025893183,0.8810804486274719,0.3138622343540191,-0.037139945,0.8016269207000732,0.4632202386856079,-0.011049187,0.8424217104911804,0.4191950857639313,-0.029083451,0.8196226954460144,0.4062450230121612,-0.040379066,0.7965695261955261,0.4113653898239136,-0.04539033,0.8029260635375977,0.4968545734882355,-0.022613695,0.827238917,0.4526873826980591,-0.038166642,0.8105838298797607,0.4400486350059509,-0.044472143,0.7906894087791443,0.445316731929779,-0.047605518,4
